DR3Name;RAdeg;DEdeg;SolID;Source;RandomI;e_RAdeg;e_DEdeg;Plx;e_Plx;RPlx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;NAL;NAC;NgAL;NbAL;gofAL;chi2AL;epsi;sepsi;Solved;APF;nueff;pscol;e_pscol;RApscolCorr;DEpscolCorr;PlxpscolCorr;pmRApscolCorr;pmDEpscolCorr;MatchObsA;Nper;amax;MatchObs;NewMatchObs;MatchObsrm;IPDgofha;IPDgofhp;IPDfmp;IPDfow;RUWE;SDSk1;SDSk2;SDSk3;SDSk4;SDMk1;SDMk2;SDMk3;SDMk4;Dup;o_Gmag;FG;e_FG;RFG;Gmag;e_Gmag;o_BPmag;FBP;e_FBP;RFBP;BPmag;e_BPmag;o_RPmag;FRP;e_FRP;RFRP;RPmag;e_RPmag;E(BP/RP);NBPcont;NBPblend;NRPcont;NRPblend;Mode;BP-RP;BP-G;G-RP;RV;e_RV;n_RV;o_RV;o_RVd;RVNper;RVS/N;RVgof;RVchi2;RVTdur;RVamp;RVtempTeff;RVtemplogg;RVtemp[Fe/H];Vatmparam;Vbroad;e_Vbroad;o_Vbroad;GRVSmag;e_GRVSmag;o_GRVSmag;RVSS/N;VarFlag;GLON;GLAT;ELON;ELAT;QSO?;Gal?;NSS?;XPcont?;XPsamp?;RVS?;EpochPh?;EpochRV?;MCMCGSP?;MCMCMSC?;And?;PQSO;PGal;PSS;Teff;b_Teff;B_Teff;logg;b_logg;B_logg;[Fe/H];b_[Fe/H];B_[Fe/H];Dist;b_Dist;B_Dist;A0;b_A0;B_A0;AG;b_AG;B_AG;E(BP-RP);b_E(BP-RP);B_E(BP-RP);Lib;HIP;dHIP;nHIP;f_HIP;PS1coid;PS1;dPS1;nPS1;mPS1;f_PS1;SDSS13coid;SDSS13;dSDSS13;nSDSS13;mSDSS13;f_SDSS13;SKYM2;dSKYM2;nSKYM2;mSKYM2;f_SKYM2;TYC2;dTYC2;f_TYC2;TYC2moid;nTYC2;URAT1;dURAT1;f_URAT1;URAT1oid;nURAT1;mURAT1;AllWISE;dAllWISE;f_AllWISE;AllWISEoid;nAllWISE;mAllWISE;APASS9coid;APASS9;dAPASS9;nAPASS9;mAPASS9;f_APASS9;GSC23;dGSC23;f_GSC23;GSC23coid;nGSC23;mGSC23;RAVE5;dRAVE5;f_RAVE5;RAVE5coid;nRAVE5;2MASS;d2MASS;f_2MASS;2MASScoid;n2MASS;m2MASS;RAVE6;dRAVE6;f_RAVE6;RAVE6oid;nRAVE6;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;RADEcorJ2000
Gaia DR3 604942574525033472;133.05044603902;11.89395325266;1636148068921376768;604942574525033472;1309034826;0.0309;0.0158;0.6961;0.0372;18.7249;5.121;-4.868;0.039;-1.587;0.027;-0.1577;-0.1098;-0.1745;0.1396;0.1272;0.1345;-0.1139;0.4181;-0.3141;-0.1762;437;0;433;4;-0.4099;4.3364e+02;0.000;0.0000e+00;31;0;1.505;;;;;;;;50;18;0.056429;52;11;0;5.162e-02;9.087e+00;1;0;0.985;3.010e-01;5.812e-01;2.706e-01;2.856e-01;-171.379;5.805;-52.865;-15.804;0;437;11433.26446;3.40743e+00;3.35539e+03;15.541942;0.002774;48;5.53041e+03;1.35046e+01;4.09521e+02;15.981649;0.003849;42;8.37295e+03;1.14399e+01;7.31907e+02;14.940700;0.004060;1.216;0;2;0;0;0;1.040950;0.439708;0.601242;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.70421210845;32.13597427457;132.14763714195;-5.47101108507;0;0;0;1;0;0;0;0;0;1;0;0.000000;0.000000;0.999938;;;;;;;;;;;;;;;;;;;;;;;;;;;1227556415;122271330504483253;0.012834;1;0;8;172511916;1237671125370470580;0.089546;1;0;40;;;;;;;;;;;URAT1-510153469;0.062222;40;64743214;1;0;J085212.11+115338.3;0.101985;8;455314151;1;0;38547543;5189010;0.329130;1;0;8;N8X7008296;0.345580;8;621415340;1;0;;;;;;08521210+1153382;0.106464;8;328962085;1;0;;;;;;133.05046815150;11.89396030753;0.627748;0.427831;-0.1856
Gaia DR3 604948278241425152;132.91416585434;12.01587038802;1636148068921376768;604948278241425152;1361694237;0.0185;0.0102;1.1207;0.0227;49.4273;11.063;-10.661;0.023;-2.954;0.018;-0.2963;-0.2703;-0.1681;0.2267;0.0953;0.1373;-0.1403;0.3591;-0.3586;-0.2653;449;0;448;1;1.3965;4.9582e+02;0.000;0.0000e+00;31;0;1.546;;;;;;;;51;18;0.034044;54;10;0;4.172e-02;1.654e+01;0;0;1.047;3.343e-01;5.494e-01;1.976e-01;2.655e-01;-161.030;11.112;-50.105;-16.828;0;464;31687.13070;5.57836e+00;5.68036e+03;14.435160;0.002762;52;1.67404e+04;1.51374e+01;1.10590e+03;14.779129;0.002958;49;2.13840e+04;1.52313e+01;1.40395e+03;13.922674;0.003858;1.203;0;2;0;0;0;0.856455;0.343969;0.512486;29.13;4.28;2;22;1;14;5.9203e+00;;;902.362;;5500.0;3.5;0.00;111;;;;13.609224;0.051471;23;;NOT_AVAILABLE;215.50773609531;32.06570542341;131.98541485403;-5.39002462892;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999798;5743.5;5655.1;5974.9;4.3521;4.2775;4.4061;-0.1094;-0.1889;0.1791;878.6887;785.4675;1097.9418;0.1477;0.0893;0.2840;0.1236;0.0745;0.2388;0.0662;0.0399;0.1277;MARCS;;;;;1230412785;122411329141919517;0.025808;1;0;40;173407297;1237671125370405161;0.084366;1;0;40;;;;;;;;;;;URAT1-511152239;0.059092;40;65153543;1;0;J085139.40+120057.1;0.054444;8;456027308;1;0;38599872;5189065;0.109067;1;0;8;N8X7000557;0.327846;8;622242997;1;0;;;;;;08513940+1200570;0.116631;8;329348862;1;0;;;;;;132.91421429895;12.01588351504;0.366642;0.284973;-0.2780
Gaia DR3 604942505805554176;133.06434744677;11.88373869888;1636148068921376768;604942505805554176;1565140220;0.0197;0.0098;1.1821;0.0247;47.9231;11.111;-10.727;0.026;-2.896;0.016;-0.1434;0.0161;-0.0498;0.1609;0.1622;0.1860;-0.1032;0.4875;-0.2376;-0.1130;420;0;418;2;0.0321;4.2125e+02;0.000;1.9778e-15;31;0;1.551;;;;;;;;48;17;0.037912;50;9;0;5.845e-02;8.229e+00;0;0;1.000;2.984e-01;5.969e-01;3.003e-01;2.734e-01;-174.493;5.164;-53.251;-14.966;0;429;34559.00824;6.28089e+00;5.50225e+03;14.340963;0.002762;44;1.83574e+04;1.73477e+01;1.05821e+03;14.679013;0.002973;40;2.30835e+04;2.22862e+01;1.03578e+03;13.839641;0.003922;1.199;0;1;0;1;0;0.839373;0.338050;0.501323;38.94;5.16;2;25;5;13;5.9805e+00;;;902.688;;6000.0;4.0;0.00;222;;;;13.589359;0.064378;21;;NOT_AVAILABLE;215.72188664316;32.14406164802;132.16358376770;-5.47712694235;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999884;5742.0;5723.5;5761.9;4.4771;4.4639;4.4886;-0.3173;-0.3360;-0.2973;740.9272;730.1945;754.0977;0.0540;0.0449;0.0626;0.0450;0.0375;0.0523;0.0241;0.0200;0.0280;PHOENIX;;;;;1227316596;122261330643561002;0.027702;1;0;40;172437497;1237671125370470603;0.075207;1;0;40;;;;;;;;;;;URAT1-510153483;0.055741;40;64709310;1;0;J085215.45+115301.4;0.056144;8;455254557;1;0;38543094;5189011;0.337551;1;0;8;N8X7000628;0.265535;8;621347136;1;0;;;;;;08521544+1153015;0.120488;8;328929542;1;0;;;;;;133.06439616696;11.88375156988;0.423727;0.264566;-0.1266
Gaia DR3 604963082993339776;132.69645171761;11.87580211177;1636148068921376768;604963082993339776;1093346769;0.0404;0.0236;0.9292;0.0472;19.6670;5.067;-2.564;0.049;-4.370;0.042;-0.3742;-0.3147;-0.0440;0.1443;0.1236;0.1257;-0.1246;0.1085;-0.0021;-0.3599;410;0;399;11;3.7130;5.2901e+02;0.164;3.4239e+00;31;0;1.492;;;;;;;;47;17;0.074386;49;9;0;4.645e-02;1.097e+01;0;0;1.134;3.536e-01;5.457e-01;1.469e-01;1.834e-01;-158.271;17.584;-42.227;-22.163;0;414;8384.15046;2.79292e+00;3.00193e+03;15.878719;0.002779;46;3.96603e+03;9.34794e+00;4.24268e+02;16.342651;0.003786;43;6.28878e+03;1.30073e+01;4.83480e+02;15.251479;0.004396;1.223;0;1;0;1;0;1.091172;0.463932;0.627240;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.55298208696;31.81368651495;131.81768373539;-5.58266742383;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999772;4982.0;4961.0;5004.0;4.5060;4.4848;4.5264;-0.1051;-0.1262;-0.0855;1021.0220;983.4667;1059.4081;0.0708;0.0512;0.0892;0.0565;0.0408;0.0714;0.0299;0.0216;0.0378;MARCS;;;;;1227128666;122251326964901468;0.016514;1;0;40;172379744;1237671125370339407;0.068626;1;0;40;;;;;;;;;;;URAT1-510152933;0.046845;8;64682828;1;0;J085047.14+115232.8;0.015255;8;455208022;1;0;;;;;;;N8X7008227;0.248267;8;621294072;1;0;;;;;;08504714+1152329;0.038020;8;328904135;1;0;;;;;;132.69646336312;11.87582153360;0.784179;0.673521;-0.3693
Gaia DR3 604962743691560192;132.63355419337;11.85727730770;1636148068921376768;604962743691560192;16012198;0.0283;0.0159;0.8290;0.0322;25.7145;6.351;-1.716;0.038;-6.115;0.030;-0.2913;-0.2143;-0.1461;0.1281;0.0947;0.1107;-0.1454;0.0588;-0.0454;-0.3093;390;0;390;0;0.7095;4.2223e+02;0.000;0.0000e+00;31;0;1.545;;;;;;;;45;17;0.055531;47;9;0;5.074e-02;1.800e+01;0;0;1.025;2.924e-01;5.363e-01;1.690e-01;2.478e-01;-161.123;12.876;-48.941;-19.417;0;402;13543.00157;3.81737e+00;3.54773e+03;15.358080;0.002772;44;7.15060e+03;1.20498e+01;5.93419e+02;15.702686;0.003337;35;9.18077e+03;1.37913e+01;6.65692e+02;14.840698;0.004116;1.206;0;2;0;0;0;0.861988;0.344606;0.517382;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.54251675189;31.75002457669;131.76318925134;-5.61717268045;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999832;5484.1;5471.4;5516.5;4.4363;4.4041;4.4594;-0.4908;-0.5191;-0.4536;1136.3278;1090.6853;1209.6945;0.0114;0.0027;0.0328;0.0095;0.0022;0.0273;0.0051;0.0012;0.0147;MARCS;;;;;1226692544;122221326335829237;0.016343;1;0;8;172244562;1237671125370274000;0.044931;1;0;40;;;;;;;;;;;URAT1-510152873;0.046047;8;64621544;1;0;J085032.05+115126.1;0.072347;8;455100009;1;0;38531473;5189164;3.022409;1;0;8;N8X7008150;0.356154;8;621170440;1;0;;;;;;08503205+1151263;0.016047;8;328845272;1;0;;;;;;132.63356198590;11.85730448520;0.605830;0.486701;-0.3152
Gaia DR3 604964118080894464;132.65839887500;11.91129931075;1636148068921376768;604964118080894464;40326688;0.0200;0.0114;1.1282;0.0233;48.4221;11.760;-11.321;0.024;-3.182;0.020;-0.3255;-0.3303;-0.0672;0.0743;0.1858;0.0688;-0.0496;0.1338;-0.0575;-0.2897;401;0;400;1;-0.6952;3.8461e+02;0.000;0.0000e+00;31;0;1.535;;;;;;;;46;17;0.035621;48;9;0;4.539e-02;1.692e+01;0;0;0.975;3.858e-01;5.310e-01;1.859e-01;2.491e-01;-166.602;13.974;-54.522;-19.865;0;412;28309.18544;5.30302e+00;5.33831e+03;14.557549;0.002763;44;1.46121e+04;1.89772e+01;7.69984e+02;14.926761;0.003126;44;1.95279e+04;1.54310e+01;1.26549e+03;14.021258;0.003876;1.206;0;3;0;1;0;0.905502;0.369212;0.536290;29.97;7.24;2;20;9;14;4.6661e+00;;;902.362;;5500.0;3.5;0.00;111;;;;13.823136;0.127881;12;;NOT_AVAILABLE;215.49673031793;31.79468201536;131.77200772646;-5.55858574387;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999899;5442.4;5428.8;5457.9;4.3964;4.3821;4.4089;-0.4231;-0.4384;-0.4069;837.2049;818.7760;859.5028;0.0142;0.0064;0.0226;0.0117;0.0053;0.0186;0.0062;0.0028;0.0099;PHOENIX;;;;;1227963950;122291326584454070;0.027020;1;0;8;172639393;1237671125370274058;0.033627;1;0;40;;;;;;;;;;;URAT1-510152893;0.054075;40;64800463;1;0;J085038.02+115440.6;0.021424;8;455415507;1;0;38555043;5189179;0.146537;1;0;8;N8X7000059;0.272233;8;621531356;1;0;;;;;;08503803+1154408;0.097445;8;329017027;1;0;;;;;;132.65845029776;11.91131345293;0.388784;0.318097;-0.2945
Gaia DR3 604963087288739584;132.69520199935;11.88272575641;1636148068921376768;604963087288739584;768551892;0.0223;0.0125;1.1586;0.0265;43.7867;11.149;-10.847;0.028;-2.578;0.026;-0.3869;-0.3575;0.0091;0.0304;0.1535;0.0394;0.0256;0.0009;0.1299;-0.4942;394;0;388;6;1.1429;4.2511e+02;0.049;9.5546e-01;31;0;1.520;;;;;;;;45;16;0.045687;47;8;0;6.363e-02;1.803e+01;0;0;1.041;4.115e-01;5.630e-01;1.860e-01;1.559e-01;-159.252;17.419;-43.289;-18.207;0;403;27482.13546;5.13056e+00;5.35656e+03;14.589741;0.002763;47;1.38103e+04;1.87329e+01;7.37220e+02;14.988033;0.003155;45;1.96589e+04;1.86054e+01;1.05662e+03;14.013996;0.003917;1.218;0;6;0;4;0;0.974037;0.398293;0.575745;38.63;6.62;2;19;5;14;5.6397e+00;;;902.362;;5250.0;3.5;-0.50;111;;;;13.666162;0.165621;15;;NOT_AVAILABLE;215.54497833416;31.81546847008;131.81461557572;-5.57633434761;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999943;5463.6;5348.1;5504.4;4.3316;4.2469;4.3676;-0.5924;-0.7188;-0.5402;864.7999;821.8070;1025.7031;0.2155;0.1378;0.2427;0.1771;0.1128;0.1996;0.0952;0.0606;0.1073;PHOENIX;;;;;1227292842;122251326952539770;0.027688;1;0;40;172430136;1237671125370339410;0.073716;1;0;40;;;;;;;;;;;URAT1-510152929;0.054558;40;64705944;1;0;J085046.85+115257.8;0.029353;8;455248552;1;0;38542679;5189168;0.184779;1;0;8;N8X7000070;0.211702;8;621340561;1;0;;;;;;08504685+1152578;0.035497;8;328926318;1;0;;;;;;132.69525126493;11.88273721455;0.442080;0.422560;-0.4972
Gaia DR3 604963327806914048;132.66164903665;11.89231396048;1636148068921376768;604963327806914048;363395652;0.0299;0.0165;0.7224;0.0361;20.0228;9.655;-8.435;0.037;-4.699;0.030;-0.3580;-0.3294;-0.0245;0.1258;0.2569;0.1236;-0.0742;0.2427;-0.0881;-0.3146;397;0;395;2;4.2356;5.4195e+02;0.122;4.0197e+00;31;0;1.555;;;;;;;;46;17;0.055254;48;8;0;2.792e-02;5.379e+00;0;0;1.155;3.810e-01;5.692e-01;1.858e-01;2.002e-01;-169.882;14.025;-54.789;-16.890;0;408;17277.51609;4.39604e+00;3.93025e+03;15.093663;0.002769;46;9.26546e+03;1.45018e+01;6.38918e+02;15.421375;0.003267;43;1.15046e+04;1.03905e+01;1.10722e+03;14.595719;0.003905;1.202;0;1;0;0;0;0.825656;0.327712;0.497944;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.51858847002;31.78964304693;131.78024984013;-5.57600024101;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999906;5588.4;5581.7;5599.8;4.3641;4.3399;4.3867;-0.5982;-0.6142;-0.5797;1186.6066;1140.3059;1240.7688;0.0060;0.0015;0.0133;0.0050;0.0012;0.0111;0.0027;0.0006;0.0060;MARCS;;;;;1227518046;122271326616921288;0.027726;1;0;40;172500157;1237671125370274051;0.031076;1;0;40;;;;;;;;;;;URAT1-510152895;0.046785;40;64737857;1;0;J085038.79+115332.3;0.040207;8;455304561;1;0;38546793;5189169;0.638657;1;0;10;N8X7000068;0.297637;8;621404475;1;0;;;;;;08503880+1153325;0.111116;8;328957064;1;0;;;;;;132.66168734593;11.89233484317;0.597072;0.479409;-0.3240
Gaia DR3 604964083721158656;132.65410423900;11.90128652618;1636148068921376768;604964083721158656;1340860471;0.0210;0.0118;1.1492;0.0244;47.1153;11.570;-11.199;0.025;-2.907;0.021;-0.3047;-0.2971;-0.0356;0.0742;0.1685;0.0666;-0.0558;0.1276;-0.0493;-0.2861;401;0;399;2;7.0653;6.3360e+02;0.101;5.4774e+00;31;1;1.513;;;;;;;;46;17;0.037340;48;9;0;5.234e-02;1.514e+01;0;0;1.261;3.398e-01;5.288e-01;1.347e-01;2.602e-01;-164.549;13.759;-52.942;-19.820;0;410;38366.53473;2.26346e+01;1.69504e+03;14.227486;0.002829;42;1.88940e+04;4.12587e+01;4.57939e+02;14.647735;0.003661;40;2.78088e+04;5.17625e+01;5.37238e+02;13.637442;0.004286;1.217;0;1;0;1;0;1.010293;0.420249;0.590044;38.54;5.20;2;20;5;13;6.6688e+00;;;902.362;;5500.0;4.0;-0.25;222;;;;13.411280;0.047418;16;;NOT_AVAILABLE;215.50536968607;31.78668257827;131.77066774758;-5.56936238684;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999712;5242.0;5216.7;5273.1;4.2603;4.2461;4.2794;-0.6319;-0.6745;-0.5890;784.1418;761.7589;802.9886;0.1334;0.1112;0.1568;0.1085;0.0904;0.1276;0.0581;0.0484;0.0684;PHOENIX;;;;;1227728452;122281326541522053;0.034518;1;0;8;172565526;1237671125370274046;0.039251;1;0;40;;;;;;;;;;;URAT1-510152888;0.054231;40;64767620;1;0;J085036.99+115404.6;0.015878;8;455357007;1;0;38550784;5189178;0.055396;1;0;8;N8X7000064;0.152420;8;621464459;1;0;;;;;;08503700+1154047;0.120481;8;328985582;1;0;;;;;;132.65415510678;11.90129944469;0.407829;0.334568;-0.2912
Gaia DR3 604962984209527424;132.69128584877;11.86719020132;1636148068921376768;604962984209527424;1559739518;0.0511;0.0299;2.5014;0.0593;42.1529;21.702;3.091;0.062;-21.480;0.052;-0.3241;-0.2842;0.0619;0.0583;0.1208;0.0425;0.0107;0.0968;-0.0008;-0.3164;412;0;412;0;53.7861;4.6475e+03;0.455;1.2243e+02;31;0;1.447;;;;;;;;47;17;0.092226;49;9;0;6.937e-02;1.351e+01;5;0;3.389;3.611e-01;5.433e-01;1.476e-01;1.956e-01;-160.375;16.184;-44.983;-20.852;0;424;45040.03125;2.31332e+01;1.94699e+03;14.053370;0.002811;42;1.91001e+04;1.70196e+01;1.12224e+03;14.635952;0.002953;44;3.77565e+04;3.18272e+01;1.18630e+03;13.305415;0.003889;1.262;0;0;0;0;0;1.330537;0.582582;0.747955;14.80;3.23;2;20;4;13;9.4324e+00;;;902.362;;4500.0;3.0;-0.50;111;;;;12.931725;0.074204;16;;VARIABLE;215.55970254644;31.80549472290;131.81513939956;-5.59232711213;0;0;0;1;1;0;1;0;1;1;0;0.000000;0.000000;0.998258;4491.7;4485.1;4510.4;4.2804;4.2652;4.3000;-0.2772;-0.2875;-0.2634;444.9314;435.8820;453.1450;0.0914;0.0834;0.1149;0.0702;0.0640;0.0883;0.0372;0.0339;0.0468;MARCS;;;;;1226926500;122241326913191163;0.050705;1;0;40;172317362;1237671125370339361;0.072950;1;0;40;;;;;;;;;;;URAT1-510152926;0.045185;40;64654276;1;0;J085045.90+115202.0;0.006922;8;455158273;1;0;;;;;;;N8X7000077;0.124023;8;621237598;1;0;;;;;;08504590+1152022;0.063078;8;328877074;1;0;;;;;;132.69127181103;11.86728566954;0.988568;0.837133;-0.3221
Gaia DR3 604962331374512640;132.63875586039;11.81725240083;1636148068921376768;604962331374512640;1154283359;0.0198;0.0106;1.1593;0.0231;50.2550;11.378;-10.997;0.024;-2.919;0.022;-0.2955;-0.3350;-0.0803;0.0689;0.0984;0.0677;-0.0209;0.1031;0.0594;-0.4596;373;9;373;0;1.4505;4.1516e+02;0.034;5.7446e-01;31;0;1.549;;;;;;;;44;17;0.038450;46;8;0;4.512e-02;2.194e+01;0;0;1.053;;;;;;;;;0;385;36428.98429;6.90735e+00;5.27395e+03;14.283750;0.002763;45;1.93069e+04;2.05445e+01;9.39756e+02;14.624263;0.003020;43;2.44642e+04;2.14521e+01;1.14041e+03;13.776568;0.003897;1.202;0;3;0;1;0;0.847694;0.340513;0.507181;18.37;6.61;2;21;1;13;6.3057e+00;;;902.362;;5500.0;4.5;-0.25;111;;;;13.506882;0.069492;21;;NOT_AVAILABLE;215.58777293746;31.73791160796;131.77900291147;-5.65432442073;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999820;5803.2;5788.5;5814.6;4.3501;4.3369;4.3627;-0.3226;-0.3341;-0.3137;802.8052;788.1330;818.0185;0.1207;0.1129;0.1275;0.1010;0.0944;0.1067;0.0542;0.0506;0.0572;PHOENIX;;;;;1225747947;122181326388081193;0.025843;1;0;40;171952722;1237671125370273991;0.051507;1;0;40;;;;;;;;;;;URAT1-510152876;0.046736;40;64490074;1;0;J085033.30+114902.0;0.037713;8;454866038;1;0;38514437;5189162;0.085634;1;0;8;N8X7000097;0.216181;8;620903112;1;0;;;;;;08503331+1149021;0.042232;8;328726946;1;0;;;;;;132.63880579316;11.81726537368;0.385325;0.350236;-0.4626
Gaia DR3 604962911194427520;132.65499849314;11.84827338235;1636148068921376768;604962911194427520;1148510137;0.0257;0.0142;0.5381;0.0296;18.1922;6.864;-0.732;0.030;-6.825;0.025;-0.2847;-0.3629;0.0017;0.1236;0.0756;0.0816;-0.0361;0.1115;-0.0590;-0.3190;391;0;391;0;0.8350;4.2637e+02;0.000;0.0000e+00;31;0;1.558;;;;;;;;45;18;0.044489;47;9;0;4.704e-02;1.758e+01;1;0;1.029;4.322e-01;5.213e-01;1.952e-01;2.277e-01;-155.774;13.941;-38.909;-21.448;0;398;17613.61533;3.89161e+00;4.52605e+03;15.072745;0.002766;44;9.50932e+03;1.22631e+01;7.75441e+02;15.393168;0.003122;43;1.16196e+04;1.21913e+01;9.53105e+02;14.584919;0.003947;1.200;0;6;0;1;0;0.808249;0.320423;0.487826;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.56245478792;31.76532574206;131.78593964174;-5.62015751745;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999862;5824.4;5813.7;5837.4;4.3049;4.2750;4.3318;-0.2715;-0.2865;-0.2532;1263.7445;1220.1008;1313.2284;0.1075;0.0998;0.1161;0.0907;0.0841;0.0979;0.0488;0.0453;0.0527;MARCS;;;;;1226479254;122211326550288431;0.020244;1;0;8;172178802;1237671125370274032;0.037393;1;0;40;;;;;;;;;;;URAT1-510152890;0.047286;40;64591885;1;0;J085037.19+115053.8;0.051509;8;455047572;1;0;38527876;5189165;0.047370;1;0;8;N8X7000086;0.222313;8;621110192;1;0;;;;;;08503719+1150539;0.039646;8;328818016;1;0;;;;;;132.65500181911;11.84830371595;0.478004;0.400725;-0.3281
Gaia DR3 604962984209526400;132.69326261010;11.87131760785;1636148068921376768;604962984209526400;1672693736;0.0229;0.0132;1.1312;0.0269;42.0070;11.618;-11.327;0.027;-2.585;0.023;-0.3596;-0.3190;-0.0239;0.0968;0.1426;0.0792;-0.0474;0.1261;-0.0343;-0.3311;411;9;410;1;2.5188;4.9489e+02;0.063;1.3988e+00;31;0;1.508;;;;;;;;47;17;0.040969;49;9;0;5.358e-02;1.542e+01;1;0;1.089;;;;;;;;;0;424;23249.09593;4.65972e+00;4.98937e+03;14.771352;0.002764;46;1.13692e+04;1.13656e+01;1.00032e+03;15.199213;0.002994;46;1.69809e+04;1.56352e+01;1.08606e+03;14.172995;0.003909;1.219;0;2;0;1;0;1.026218;0.427861;0.598357;29.56;6.50;2;16;3;12;4.8185e+00;;;902.362;;4750.0;3.5;-0.25;222;;;;13.712776;0.172331;16;;NOT_AVAILABLE;215.55624164863;31.80897715503;131.81588650536;-5.58782990263;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999945;;;;;;;;;;;;;;;;;;;;;;;;;;;1227023392;122241326933156080;0.034526;1;0;40;172346983;1237671125370339362;0.065584;1;0;40;;;;;;;;;;;URAT1-510152928;0.054247;40;64667940;1;0;J085046.39+115216.6;0.086550;8;455181835;1;0;;;;;;;N8X7000075;0.237817;8;621264174;1;0;;;;;;08504639+1152167;0.053060;8;328889876;1;0;;;;;;132.69331405070;11.87132909774;0.439860;0.365551;-0.3380
Gaia DR3 604969753079639424;132.74966133573;11.94432375848;1636148068921376768;604969753079639424;1544494469;0.0326;0.0167;1.1103;0.0394;28.1735;11.341;-10.915;0.037;-3.082;0.029;-0.2887;-0.3966;-0.1307;0.2077;0.1594;0.1150;-0.0758;0.2679;-0.3444;-0.2789;387;0;385;2;-0.6776;3.7686e+02;0.000;0.0000e+00;95;0;;1.4925;0.0064;-0.089;-0.096;-0.036;-0.069;0.109;44;18;0.054970;47;47;0;4.368e-02;1.296e+01;0;2;0.975;4.099e-01;5.632e-01;1.775e-01;2.713e-01;-163.000;11.357;-48.047;-14.860;0;396;12621.25705;4.00102e+00;3.15451e+03;15.434610;0.002777;43;6.05777e+03;1.80828e+01;3.35001e+02;15.882761;0.004277;41;9.42459e+03;1.08916e+01;8.65310e+02;14.812240;0.003982;1.227;0;1;0;0;0;1.070521;0.448151;0.622371;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.50527937201;31.88960793615;131.84936659749;-5.50259587182;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999813;4990.2;4980.0;5007.9;4.5356;4.5183;4.5552;-0.3265;-0.3445;-0.3039;781.2274;755.1473;804.3457;0.0082;0.0020;0.0208;0.0065;0.0015;0.0166;0.0035;0.0008;0.0088;PHOENIX;;;;;1228740702;122331327496943703;0.029377;1;0;8;172881524;1237671125370339800;0.063104;1;0;8;;;;;;;;;;;URAT1-510153006;0.055067;40;64910252;1;0;J085059.95+115639.7;0.450721;8;455609207;1;0;;;;;;;N8X7000047;0.242165;8;621755074;1;0;;;;;;08505993+1156396;0.037123;8;329121720;1;0;;;;;;132.74971091896;11.94433745590;0.590590;0.463641;-0.2916
